No. of Cluster: 13
Cluster id:0
B (22.441739, 88.3935976) 2017-04-17 07:24:00.0
F (22.4964769, 88.3707092) 2017-04-18 04:30:00.0
D (22.4964772, 88.3707095) 2017-04-18 04:30:00.0
E (22.4964658, 88.3707058) 2017-04-18 04:30:00.0
F (22.4964099, 88.3707349) 2017-04-18 04:30:00.0
D (22.4963443, 88.3707442) 2017-04-18 04:30:00.0
E (22.4962407, 88.3707561) 2017-04-18 04:30:00.0
F (22.4961487, 88.3707687) 2017-04-18 04:30:00.0
D (22.4959934, 88.3707922) 2017-04-18 04:30:00.0
E (22.4959104, 88.3708087) 2017-04-18 04:30:00.0
F (22.4958695, 88.3708159) 2017-04-18 04:30:00.0
D (22.4958407, 88.3708261) 2017-04-18 04:30:00.0
E (22.4957797, 88.3708677) 2017-04-18 04:30:00.0
F (22.4956869, 88.3709032) 2017-04-18 04:30:00.0
D (22.4955871, 88.3709315) 2017-04-18 04:30:00.0
E (22.4955148, 88.3709561) 2017-04-18 04:30:00.0
F (22.4954447, 88.3709794) 2017-04-18 04:30:00.0
D (22.4952743, 88.3710352) 2017-04-18 04:30:00.0
E (22.4951547, 88.3710937) 2017-04-18 04:30:00.0
F (22.4950777, 88.3711363) 2017-04-18 04:30:00.0
D (22.4949674, 88.371198) 2017-04-18 04:30:00.0
E (22.4949179, 88.3712447) 2017-04-18 04:30:00.0
F (22.4948775, 88.3712474) 2017-04-18 04:30:00.0
D (22.4947721, 88.3712793) 2017-04-18 04:31:00.0
E (22.4946869, 88.3713153) 2017-04-18 04:31:00.0
Cluster id:5
E (22.4935703, 88.3717392) 2017-04-18 04:31:00.0
F (22.4935703, 88.3717392) 2017-04-18 04:31:00.0
D (22.4934288, 88.3717623) 2017-04-18 04:31:00.0
E (22.4933415, 88.3717826) 2017-04-18 04:31:00.0
F (22.4932105, 88.3718319) 2017-04-18 04:31:00.0
D (22.4930951, 88.3718635) 2017-04-18 04:31:00.0
E (22.4929434, 88.3719257) 2017-04-18 04:31:00.0
Cluster id:6
D (22.4926531, 88.3720398) 2017-04-18 04:31:00.0
F (22.4927644, 88.3719971) 2017-04-18 04:31:00.0
E (22.4924879, 88.3720969) 2017-04-18 04:31:00.0
F (22.492323, 88.3721584) 2017-04-18 04:31:00.0
D (22.4921704, 88.3722457) 2017-04-18 04:31:00.0
E (22.4920328, 88.3723134) 2017-04-18 04:31:00.0
F (22.4919406, 88.3723613) 2017-04-18 04:31:00.0
D (22.4918134, 88.3724763) 2017-04-18 04:31:00.0
E (22.4916824, 88.372544) 2017-04-18 04:31:00.0
F (22.4916139, 88.3726788) 2017-04-18 04:31:00.0
Cluster id:7
E (22.4914868, 88.3730175) 2017-04-18 04:32:00.0
D (22.4915216, 88.3728745) 2017-04-18 04:32:00.0
F (22.491493, 88.3731483) 2017-04-18 04:32:00.0
Cluster id:8
E (22.4915815, 88.3735307) 2017-04-18 04:32:00.0
F (22.4915815, 88.3735307) 2017-04-18 04:32:00.0
D (22.4916116, 88.3736778) 2017-04-18 04:32:00.0
Cluster id:9
F (22.4931435, 88.3790972) 2017-04-18 04:33:00.0
D (22.4931642, 88.3792034) 2017-04-18 04:33:00.0
E (22.4931619, 88.379232) 2017-04-18 04:33:00.0
F (22.4931352, 88.3793451) 2017-04-18 04:33:00.0
D (22.4931281, 88.3794411) 2017-04-18 04:33:00.0
E (22.4931238, 88.3795305) 2017-04-18 04:33:00.0
F (22.493092, 88.3796276) 2017-04-18 04:33:00.0
D (22.4930799, 88.3798193) 2017-04-18 04:33:00.0
E (22.4930614, 88.379984) 2017-04-18 04:33:00.0
F (22.4930632, 88.3801145) 2017-04-18 04:33:00.0
Cluster id:10
E (22.4929569, 88.3811428) 2017-04-18 04:34:00.0
D (22.4929846, 88.3809919) 2017-04-18 04:34:00.0
F (22.4929474, 88.3813124) 2017-04-18 04:34:00.0
Cluster id:11
E (22.4928639, 88.3817058) 2017-04-18 04:34:00.0
D (22.4929085, 88.3815482) 2017-04-18 04:34:00.0
F (22.4928137, 88.381857) 2017-04-18 04:34:00.0
Cluster id:12
E (22.4926134, 88.3821681) 2017-04-18 04:34:00.0
D (22.4926978, 88.3820267) 2017-04-18 04:34:00.0
F (22.4925492, 88.3822833) 2017-04-18 04:34:00.0
D (22.492536, 88.3823168) 2017-04-18 04:34:00.0
E (22.4924832, 88.3823675) 2017-04-18 04:34:00.0
F (22.4924078, 88.3824428) 2017-04-18 04:34:00.0
D (22.4922894, 88.38253) 2017-04-18 04:34:00.0
E (22.4921828, 88.3826161) 2017-04-18 04:34:00.0
F (22.4921476, 88.3826692) 2017-04-18 04:34:00.0
